"landtype","spp","poolID","amountAtT0"
"172","ACER.RUB","4",13
"172","ACER.RUB","5",794
"172","ACER.RUB","6",995
"172","ACER.RUB","7",2052
"172","ACER.RUB","8",368
"172","ACER.RUB","9",48
"172","ACER.RUB","10",0
"178","ACER.RUB","1",217
"178","ACER.RUB","2",14
"178","ACER.RUB","3",277
"178","ACER.RUB","4",30
"178","ACER.RUB","5",1879
"178","ACER.RUB","6",2035
"178","ACER.RUB","7",4192
"178","ACER.RUB","8",928
"178","ACER.RUB","9",107
"178","ACER.RUB","10",0
"189","ACER.RUB","1",276
"189","ACER.RUB","2",13
"189","ACER.RUB","3",460
"189","ACER.RUB","4",29
"189","ACER.RUB","5",2364
"189","ACER.RUB","6",2849
"189","ACER.RUB","7",5583
"189","ACER.RUB","8",1198
"189","ACER.RUB","9",162
"189","ACER.RUB","10",0
"215","ACER.RUB","1",0
"215","ACER.RUB","2",0
"215","ACER.RUB","3",0
"215","ACER.RUB","4",0
"215","ACER.RUB","5",0
"215","ACER.RUB","6",0
"215","ACER.RUB","7",0
"215","ACER.RUB","8",0
"215","ACER.RUB","9",0
"215","ACER.RUB","10",0
"240","ACER.RUB","1",0
"240","ACER.RUB","2",0
"240","ACER.RUB","3",0
"240","ACER.RUB","4",0
"240","ACER.RUB","5",0
"240","ACER.RUB","6",0
"240","ACER.RUB","7",0
"240","ACER.RUB","8",0
"240","ACER.RUB","9",0
"240","ACER.RUB","10",0
"249","ACER.RUB","1",44
"249","ACER.RUB","2",2
"249","ACER.RUB","3",76
"249","ACER.RUB","4",8
"249","ACER.RUB","5",583
"249","ACER.RUB","6",684
"249","ACER.RUB","7",1467
"249","ACER.RUB","8",263
"249","ACER.RUB","9",24
"249","ACER.RUB","10",0
"254","ACER.RUB","1",135
"254","ACER.RUB","2",7
"254","ACER.RUB","3",264
"254","ACER.RUB","4",21
"254","ACER.RUB","5",1157
"254","ACER.RUB","6",1640
"254","ACER.RUB","7",3295
"254","ACER.RUB","8",565
"254","ACER.RUB","9",104
"254","ACER.RUB","10",0
"297","ACER.RUB","1",0
"297","ACER.RUB","2",0
"297","ACER.RUB","3",0
"297","ACER.RUB","4",0
"297","ACER.RUB","5",0
"297","ACER.RUB","6",0
"297","ACER.RUB","7",0
"297","ACER.RUB","8",0
"297","ACER.RUB","9",0
"297","ACER.RUB","10",0
"302","ACER.RUB","1",0
"302","ACER.RUB","2",0
"302","ACER.RUB","3",0
"302","ACER.RUB","4",0
"302","ACER.RUB","5",0
"302","ACER.RUB","6",0
"302","ACER.RUB","7",0
"302","ACER.RUB","8",0
"302","ACER.RUB","9",0
"302","ACER.RUB","10",0
"314","ACER.RUB","1",47
"314","ACER.RUB","2",2
"314","ACER.RUB","3",120
"314","ACER.RUB","4",8
"314","ACER.RUB","5",487
"314","ACER.RUB","6",775
"314","ACER.RUB","7",1600
"314","ACER.RUB","8",223
"314","ACER.RUB","9",37
"314","ACER.RUB","10",0
"315","ACER.RUB","1",32
"315","ACER.RUB","2",1
"315","ACER.RUB","3",78
"315","ACER.RUB","4",7
"315","ACER.RUB","5",305
"315","ACER.RUB","6",507
"315","ACER.RUB","7",1075
"315","ACER.RUB","8",140
"315","ACER.RUB","9",26
"315","ACER.RUB","10",0
"318","ACER.RUB","1",18
"318","ACER.RUB","2",1
"318","ACER.RUB","3",40
"318","ACER.RUB","4",4
"318","ACER.RUB","5",154
"318","ACER.RUB","6",262
"318","ACER.RUB","7",559
"318","ACER.RUB","8",68
"318","ACER.RUB","9",14
"318","ACER.RUB","10",0
"320","ACER.RUB","1",40
"320","ACER.RUB","2",1
"320","ACER.RUB","3",82
"320","ACER.RUB","4",6
"320","ACER.RUB","5",296
