landtype,spp,poolID,decayRate_litReview,decayRate_Hararuk,decayRate_CBM,q10_Hararuk,q10_CBM
441,ACER.RUB,1,0,0.345,0.355,2.415,2.65
441,ACER.RUB,2,0,0.349,0.5,2.031,2
441,ACER.RUB,3,0,0.225,0.144,1.154,2
441,ACER.RUB,4,0,0.23,0.144,2.029,2
441,ACER.RUB,5,0.095,0.064,0.037,1.534,2
441,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
441,ACER.RUB,7,0.004,0.004,0.003,1.231,1
441,ACER.RUB,8,0.08,0.014,0.019,1.83,2
441,ACER.RUB,9,0,0.047,0.072,2.004,2
441,ACER.RUB,10,0,0.01,0.01,2,2
443,ACER.RUB,1,0,0.345,0.355,2.415,2.65
443,ACER.RUB,2,0,0.349,0.5,2.031,2
443,ACER.RUB,3,0,0.225,0.144,1.154,2
443,ACER.RUB,4,0,0.23,0.144,2.029,2
443,ACER.RUB,5,0.095,0.064,0.037,1.534,2
443,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
443,ACER.RUB,7,0.004,0.004,0.003,1.231,1
443,ACER.RUB,8,0.08,0.014,0.019,1.83,2
443,ACER.RUB,9,0,0.047,0.072,2.004,2
443,ACER.RUB,10,0,0.01,0.01,2,2
444,ACER.RUB,1,0,0.345,0.355,2.415,2.65
444,ACER.RUB,2,0,0.349,0.5,2.031,2
444,ACER.RUB,3,0,0.225,0.144,1.154,2
444,ACER.RUB,4,0,0.23,0.144,2.029,2
444,ACER.RUB,5,0.095,0.064,0.037,1.534,2
444,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
444,ACER.RUB,7,0.004,0.004,0.003,1.231,1
444,ACER.RUB,8,0.08,0.014,0.019,1.83,2
444,ACER.RUB,9,0,0.047,0.072,2.004,2
444,ACER.RUB,10,0,0.01,0.01,2,2
445,ACER.RUB,1,0,0.345,0.355,2.415,2.65
445,ACER.RUB,2,0,0.349,0.5,2.031,2
445,ACER.RUB,3,0,0.225,0.144,1.154,2
445,ACER.RUB,4,0,0.23,0.144,2.029,2
445,ACER.RUB,5,0.095,0.064,0.037,1.534,2
445,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
445,ACER.RUB,7,0.004,0.004,0.003,1.231,1
445,ACER.RUB,8,0.08,0.014,0.019,1.83,2
445,ACER.RUB,9,0,0.047,0.072,2.004,2
445,ACER.RUB,10,0,0.01,0.01,2,2
446,ACER.RUB,1,0,0.345,0.355,2.415,2.65
446,ACER.RUB,2,0,0.349,0.5,2.031,2
446,ACER.RUB,3,0,0.225,0.144,1.154,2
446,ACER.RUB,4,0,0.23,0.144,2.029,2
446,ACER.RUB,5,0.095,0.064,0.037,1.534,2
446,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
446,ACER.RUB,7,0.004,0.004,0.003,1.231,1
446,ACER.RUB,8,0.08,0.014,0.019,1.83,2
446,ACER.RUB,9,0,0.047,0.072,2.004,2
446,ACER.RUB,10,0,0.01,0.01,2,2
448,ACER.RUB,1,0,0.345,0.355,2.415,2.65
448,ACER.RUB,2,0,0.349,0.5,2.031,2
448,ACER.RUB,3,0,0.225,0.144,1.154,2
448,ACER.RUB,4,0,0.23,0.144,2.029,2
448,ACER.RUB,5,0.095,0.064,0.037,1.534,2
448,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
448,ACER.RUB,7,0.004,0.004,0.003,1.231,1
448,ACER.RUB,8,0.08,0.014,0.019,1.83,2
448,ACER.RUB,9,0,0.047,0.072,2.004,2
448,ACER.RUB,10,0,0.01,0.01,2,2
449,ACER.RUB,1,0,0.345,0.355,2.415,2.65
449,ACER.RUB,2,0,0.349,0.5,2.031,2
449,ACER.RUB,3,0,0.225,0.144,1.154,2
449,ACER.RUB,4,0,0.23,0.144,2.029,2
449,ACER.RUB,5,0.095,0.064,0.037,1.534,2
449,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
449,ACER.RUB,7,0.004,0.004,0.003,1.231,1
449,ACER.RUB,8,0.08,0.014,0.019,1.83,2
449,ACER.RUB,9,0,0.047,0.072,2.004,2
449,ACER.RUB,10,0,0.01,0.01,2,2
451,ACER.RUB,1,0,0.345,0.355,2.415,2.65
451,ACER.RUB,2,0,0.349,0.5,2.031,2
451,ACER.RUB,3,0,0.225,0.144,1.154,2
451,ACER.RUB,4,0,0.23,0.144,2.029,2
451,ACER.RUB,5,0.095,0.064,0.037,1.534,2
451,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
451,ACER.RUB,7,0.004,0.004,0.003,1.231,1
451,ACER.RUB,8,0.08,0.014,0.019,1.83,2
451,ACER.RUB,9,0,0.047,0.072,2.004,2
451,ACER.RUB,10,0,0.01,0.01,2,2
453,ACER.RUB,1,0,0.345,0.355,2.415,2.65
453,ACER.RUB,2,0,0.349,0.5,2.031,2
453,ACER.RUB,3,0,0.225,0.144,1.154,2
453,ACER.RUB,4,0,0.23,0.144,2.029,2
453,ACER.RUB,5,0.095,0.064,0.037,1.534,2
453,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
453,ACER.RUB,7,0.004,0.004,0.003,1.231,1
453,ACER.RUB,8,0.08,0.014,0.019,1.83,2
453,ACER.RUB,9,0,0.047,0.072,2.004,2
453,ACER.RUB,10,0,0.01,0.01,2,2
462,ACER.RUB,1,0,0.345,0.355,2.415,2.65
462,ACER.RUB,2,0,0.349,0.5,2.031,2
462,ACER.RUB,3,0,0.225,0.144,1.154,2
462,ACER.RUB,4,0,0.23,0.144,2.029,2
462,ACER.RUB,5,0.095,0.064,0.037,1.534,2
462,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
462,ACER.RUB,7,0.004,0.004,0.003,1.231,1
462,ACER.RUB,8,0.08,0.014,0.019,1.83,2
462,ACER.RUB,9,0,0.047,0.072,2.004,2
462,ACER.RUB,10,0,0.01,0.01,2,2
468,ACER.RUB,1,0,0.345,0.355,2.415,2.65
468,ACER.RUB,2,0,0.349,0.5,2.031,2
468,ACER.RUB,3,0,0.225,0.144,1.154,2
468,ACER.RUB,4,0,0.23,0.144,2.029,2
468,ACER.RUB,5,0.095,0.064,0.037,1.534,2
468,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
468,ACER.RUB,7,0.004,0.004,0.003,1.231,1
468,ACER.RUB,8,0.08,0.014,0.019,1.83,2
468,ACER.RUB,9,0,0.047,0.072,2.004,2
468,ACER.RUB,10,0,0.01,0.01,2,2
469,ACER.RUB,1,0,0.345,0.355,2.415,2.65
469,ACER.RUB,2,0,0.349,0.5,2.031,2
469,ACER.RUB,3,0,0.225,0.144,1.154,2
469,ACER.RUB,4,0,0.23,0.144,2.029,2
469,ACER.RUB,5,0.095,0.064,0.037,1.534,2
469,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
469,ACER.RUB,7,0.004,0.004,0.003,1.231,1
469,ACER.RUB,8,0.08,0.014,0.019,1.83,2
469,ACER.RUB,9,0,0.047,0.072,2.004,2
469,ACER.RUB,10,0,0.01,0.01,2,2
471,ACER.RUB,1,0,0.345,0.355,2.415,2.65
471,ACER.RUB,2,0,0.349,0.5,2.031,2
471,ACER.RUB,3,0,0.225,0.144,1.154,2
471,ACER.RUB,4,0,0.23,0.144,2.029,2
471,ACER.RUB,5,0.095,0.064,0.037,1.534,2
471,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
471,ACER.RUB,7,0.004,0.004,0.003,1.231,1
471,ACER.RUB,8,0.08,0.014,0.019,1.83,2
471,ACER.RUB,9,0,0.047,0.072,2.004,2
471,ACER.RUB,10,0,0.01,0.01,2,2
472,ACER.RUB,1,0,0.345,0.355,2.415,2.65
472,ACER.RUB,2,0,0.349,0.5,2.031,2
472,ACER.RUB,3,0,0.225,0.144,1.154,2
472,ACER.RUB,4,0,0.23,0.144,2.029,2
472,ACER.RUB,5,0.095,0.064,0.037,1.534,2
472,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
472,ACER.RUB,7,0.004,0.004,0.003,1.231,1
472,ACER.RUB,8,0.08,0.014,0.019,1.83,2
472,ACER.RUB,9,0,0.047,0.072,2.004,2
472,ACER.RUB,10,0,0.01,0.01,2,2
473,ACER.RUB,1,0,0.345,0.355,2.415,2.65
473,ACER.RUB,2,0,0.349,0.5,2.031,2
473,ACER.RUB,3,0,0.225,0.144,1.154,2
473,ACER.RUB,4,0,0.23,0.144,2.029,2
473,ACER.RUB,5,0.095,0.064,0.037,1.534,2
473,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
473,ACER.RUB,7,0.004,0.004,0.003,1.231,1
473,ACER.RUB,8,0.08,0.014,0.019,1.83,2
473,ACER.RUB,9,0,0.047,0.072,2.004,2
473,ACER.RUB,10,0,0.01,0.01,2,2
474,ACER.RUB,1,0,0.345,0.355,2.415,2.65
474,ACER.RUB,2,0,0.349,0.5,2.031,2
474,ACER.RUB,3,0,0.225,0.144,1.154,2
474,ACER.RUB,4,0,0.23,0.144,2.029,2
474,ACER.RUB,5,0.095,0.064,0.037,1.534,2
474,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
474,ACER.RUB,7,0.004,0.004,0.003,1.231,1
474,ACER.RUB,8,0.08,0.014,0.019,1.83,2
474,ACER.RUB,9,0,0.047,0.072,2.004,2
474,ACER.RUB,10,0,0.01,0.01,2,2
475,ACER.RUB,1,0,0.345,0.355,2.415,2.65
475,ACER.RUB,2,0,0.349,0.5,2.031,2
475,ACER.RUB,3,0,0.225,0.144,1.154,2
475,ACER.RUB,4,0,0.23,0.144,2.029,2
475,ACER.RUB,5,0.095,0.064,0.037,1.534,2
475,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
475,ACER.RUB,7,0.004,0.004,0.003,1.231,1
475,ACER.RUB,8,0.08,0.014,0.019,1.83,2
475,ACER.RUB,9,0,0.047,0.072,2.004,2
475,ACER.RUB,10,0,0.01,0.01,2,2
477,ACER.RUB,1,0,0.345,0.355,2.415,2.65
477,ACER.RUB,2,0,0.349,0.5,2.031,2
477,ACER.RUB,3,0,0.225,0.144,1.154,2
477,ACER.RUB,4,0,0.23,0.144,2.029,2
477,ACER.RUB,5,0.095,0.064,0.037,1.534,2
477,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
477,ACER.RUB,7,0.004,0.004,0.003,1.231,1
477,ACER.RUB,8,0.08,0.014,0.019,1.83,2
477,ACER.RUB,9,0,0.047,0.072,2.004,2
477,ACER.RUB,10,0,0.01,0.01,2,2
478,ACER.RUB,1,0,0.345,0.355,2.415,2.65
478,ACER.RUB,2,0,0.349,0.5,2.031,2
478,ACER.RUB,3,0,0.225,0.144,1.154,2
478,ACER.RUB,4,0,0.23,0.144,2.029,2
478,ACER.RUB,5,0.095,0.064,0.037,1.534,2
478,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
478,ACER.RUB,7,0.004,0.004,0.003,1.231,1
478,ACER.RUB,8,0.08,0.014,0.019,1.83,2
478,ACER.RUB,9,0,0.047,0.072,2.004,2
478,ACER.RUB,10,0,0.01,0.01,2,2
479,ACER.RUB,1,0,0.345,0.355,2.415,2.65
479,ACER.RUB,2,0,0.349,0.5,2.031,2
479,ACER.RUB,3,0,0.225,0.144,1.154,2
479,ACER.RUB,4,0,0.23,0.144,2.029,2
479,ACER.RUB,5,0.095,0.064,0.037,1.534,2
479,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
479,ACER.RUB,7,0.004,0.004,0.003,1.231,1
479,ACER.RUB,8,0.08,0.014,0.019,1.83,2
479,ACER.RUB,9,0,0.047,0.072,2.004,2
479,ACER.RUB,10,0,0.01,0.01,2,2
480,ACER.RUB,1,0,0.345,0.355,2.415,2.65
480,ACER.RUB,2,0,0.349,0.5,2.031,2
480,ACER.RUB,3,0,0.225,0.144,1.154,2
480,ACER.RUB,4,0,0.23,0.144,2.029,2
480,ACER.RUB,5,0.095,0.064,0.037,1.534,2
480,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
480,ACER.RUB,7,0.004,0.004,0.003,1.231,1
480,ACER.RUB,8,0.08,0.014,0.019,1.83,2
480,ACER.RUB,9,0,0.047,0.072,2.004,2
480,ACER.RUB,10,0,0.01,0.01,2,2
481,ACER.RUB,1,0,0.345,0.355,2.415,2.65
481,ACER.RUB,2,0,0.349,0.5,2.031,2
481,ACER.RUB,3,0,0.225,0.144,1.154,2
481,ACER.RUB,4,0,0.23,0.144,2.029,2
481,ACER.RUB,5,0.095,0.064,0.037,1.534,2
481,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
481,ACER.RUB,7,0.004,0.004,0.003,1.231,1
481,ACER.RUB,8,0.08,0.014,0.019,1.83,2
481,ACER.RUB,9,0,0.047,0.072,2.004,2
481,ACER.RUB,10,0,0.01,0.01,2,2
484,ACER.RUB,1,0,0.345,0.355,2.415,2.65
484,ACER.RUB,2,0,0.349,0.5,2.031,2
484,ACER.RUB,3,0,0.225,0.144,1.154,2
484,ACER.RUB,4,0,0.23,0.144,2.029,2
484,ACER.RUB,5,0.095,0.064,0.037,1.534,2
484,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
484,ACER.RUB,7,0.004,0.004,0.003,1.231,1
484,ACER.RUB,8,0.08,0.014,0.019,1.83,2
484,ACER.RUB,9,0,0.047,0.072,2.004,2
484,ACER.RUB,10,0,0.01,0.01,2,2
485,ACER.RUB,1,0,0.345,0.355,2.415,2.65
485,ACER.RUB,2,0,0.349,0.5,2.031,2
485,ACER.RUB,3,0,0.225,0.144,1.154,2
485,ACER.RUB,4,0,0.23,0.144,2.029,2
485,ACER.RUB,5,0.095,0.064,0.037,1.534,2
485,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
485,ACER.RUB,7,0.004,0.004,0.003,1.231,1
485,ACER.RUB,8,0.08,0.014,0.019,1.83,2
485,ACER.RUB,9,0,0.047,0.072,2.004,2
485,ACER.RUB,10,0,0.01,0.01,2,2
487,ACER.RUB,1,0,0.345,0.355,2.415,2.65
487,ACER.RUB,2,0,0.349,0.5,2.031,2
487,ACER.RUB,3,0,0.225,0.144,1.154,2
487,ACER.RUB,4,0,0.23,0.144,2.029,2
487,ACER.RUB,5,0.095,0.064,0.037,1.534,2
487,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
487,ACER.RUB,7,0.004,0.004,0.003,1.231,1
487,ACER.RUB,8,0.08,0.014,0.019,1.83,2
487,ACER.RUB,9,0,0.047,0.072,2.004,2
487,ACER.RUB,10,0,0.01,0.01,2,2
522,ACER.RUB,1,0,0.345,0.355,2.415,2.65
522,ACER.RUB,2,0,0.349,0.5,2.031,2
522,ACER.RUB,3,0,0.225,0.144,1.154,2
522,ACER.RUB,4,0,0.23,0.144,2.029,2
522,ACER.RUB,5,0.095,0.064,0.037,1.534,2
522,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
522,ACER.RUB,7,0.004,0.004,0.003,1.231,1
522,ACER.RUB,8,0.08,0.014,0.019,1.83,2
522,ACER.RUB,9,0,0.047,0.072,2.004,2
522,ACER.RUB,10,0,0.01,0.01,2,2
528,ACER.RUB,1,0,0.345,0.355,2.415,2.65
528,ACER.RUB,2,0,0.349,0.5,2.031,2
528,ACER.RUB,3,0,0.225,0.144,1.154,2
528,ACER.RUB,4,0,0.23,0.144,2.029,2
528,ACER.RUB,5,0.095,0.064,0.037,1.534,2
528,ACER.RUB,6,0.022,0.022,0.015,2.14,2.65
528,ACER.RUB,7,0.004,0.004,0.003,1.231,1
528,ACER.RUB,8,0.08,0.014,0.019,1.83,2
528,ACER.RUB,9,0,0.047,0.072,2.004,2
528,ACER.RUB,10,0,0.01,0.01,2,2
432,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
432,ACER.SAH,2,0,0.349,0.5,2.031,2
432,ACER.SAH,3,0.305,0.225,0.144,1.154,2
432,ACER.SAH,4,0,0.23,0.144,2.029,2
432,ACER.SAH,5,0.054,0.064,0.037,1.534,2
432,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
432,ACER.SAH,7,0.004,0.004,0.003,1.231,1
432,ACER.SAH,8,0.014,0.014,0.019,1.83,2
432,ACER.SAH,9,0,0.047,0.072,2.004,2
432,ACER.SAH,10,0,0.01,0.01,2,2
433,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
433,ACER.SAH,2,0,0.349,0.5,2.031,2
433,ACER.SAH,3,0.305,0.225,0.144,1.154,2
433,ACER.SAH,4,0,0.23,0.144,2.029,2
433,ACER.SAH,5,0.054,0.064,0.037,1.534,2
433,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
433,ACER.SAH,7,0.004,0.004,0.003,1.231,1
433,ACER.SAH,8,0.014,0.014,0.019,1.83,2
433,ACER.SAH,9,0,0.047,0.072,2.004,2
433,ACER.SAH,10,0,0.01,0.01,2,2
434,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
434,ACER.SAH,2,0,0.349,0.5,2.031,2
434,ACER.SAH,3,0.305,0.225,0.144,1.154,2
434,ACER.SAH,4,0,0.23,0.144,2.029,2
434,ACER.SAH,5,0.054,0.064,0.037,1.534,2
434,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
434,ACER.SAH,7,0.004,0.004,0.003,1.231,1
434,ACER.SAH,8,0.014,0.014,0.019,1.83,2
434,ACER.SAH,9,0,0.047,0.072,2.004,2
434,ACER.SAH,10,0,0.01,0.01,2,2
435,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
435,ACER.SAH,2,0,0.349,0.5,2.031,2
435,ACER.SAH,3,0.305,0.225,0.144,1.154,2
435,ACER.SAH,4,0,0.23,0.144,2.029,2
435,ACER.SAH,5,0.054,0.064,0.037,1.534,2
435,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
435,ACER.SAH,7,0.004,0.004,0.003,1.231,1
435,ACER.SAH,8,0.014,0.014,0.019,1.83,2
435,ACER.SAH,9,0,0.047,0.072,2.004,2
435,ACER.SAH,10,0,0.01,0.01,2,2
436,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
436,ACER.SAH,2,0,0.349,0.5,2.031,2
436,ACER.SAH,3,0.305,0.225,0.144,1.154,2
436,ACER.SAH,4,0,0.23,0.144,2.029,2
436,ACER.SAH,5,0.054,0.064,0.037,1.534,2
436,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
436,ACER.SAH,7,0.004,0.004,0.003,1.231,1
436,ACER.SAH,8,0.014,0.014,0.019,1.83,2
436,ACER.SAH,9,0,0.047,0.072,2.004,2
436,ACER.SAH,10,0,0.01,0.01,2,2
437,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
437,ACER.SAH,2,0,0.349,0.5,2.031,2
437,ACER.SAH,3,0.305,0.225,0.144,1.154,2
437,ACER.SAH,4,0,0.23,0.144,2.029,2
437,ACER.SAH,5,0.054,0.064,0.037,1.534,2
437,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
437,ACER.SAH,7,0.004,0.004,0.003,1.231,1
437,ACER.SAH,8,0.014,0.014,0.019,1.83,2
437,ACER.SAH,9,0,0.047,0.072,2.004,2
437,ACER.SAH,10,0,0.01,0.01,2,2
438,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
438,ACER.SAH,2,0,0.349,0.5,2.031,2
438,ACER.SAH,3,0.305,0.225,0.144,1.154,2
438,ACER.SAH,4,0,0.23,0.144,2.029,2
438,ACER.SAH,5,0.054,0.064,0.037,1.534,2
438,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
438,ACER.SAH,7,0.004,0.004,0.003,1.231,1
438,ACER.SAH,8,0.014,0.014,0.019,1.83,2
438,ACER.SAH,9,0,0.047,0.072,2.004,2
438,ACER.SAH,10,0,0.01,0.01,2,2
439,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
439,ACER.SAH,2,0,0.349,0.5,2.031,2
439,ACER.SAH,3,0.305,0.225,0.144,1.154,2
439,ACER.SAH,4,0,0.23,0.144,2.029,2
439,ACER.SAH,5,0.054,0.064,0.037,1.534,2
439,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
439,ACER.SAH,7,0.004,0.004,0.003,1.231,1
439,ACER.SAH,8,0.014,0.014,0.019,1.83,2
439,ACER.SAH,9,0,0.047,0.072,2.004,2
439,ACER.SAH,10,0,0.01,0.01,2,2
440,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
440,ACER.SAH,2,0,0.349,0.5,2.031,2
440,ACER.SAH,3,0.305,0.225,0.144,1.154,2
440,ACER.SAH,4,0,0.23,0.144,2.029,2
440,ACER.SAH,5,0.054,0.064,0.037,1.534,2
440,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
440,ACER.SAH,7,0.004,0.004,0.003,1.231,1
440,ACER.SAH,8,0.014,0.014,0.019,1.83,2
440,ACER.SAH,9,0,0.047,0.072,2.004,2
440,ACER.SAH,10,0,0.01,0.01,2,2
441,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
441,ACER.SAH,2,0,0.349,0.5,2.031,2
441,ACER.SAH,3,0.305,0.225,0.144,1.154,2
441,ACER.SAH,4,0,0.23,0.144,2.029,2
441,ACER.SAH,5,0.054,0.064,0.037,1.534,2
441,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
441,ACER.SAH,7,0.004,0.004,0.003,1.231,1
441,ACER.SAH,8,0.014,0.014,0.019,1.83,2
441,ACER.SAH,9,0,0.047,0.072,2.004,2
441,ACER.SAH,10,0,0.01,0.01,2,2
443,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
443,ACER.SAH,2,0,0.349,0.5,2.031,2
443,ACER.SAH,3,0.305,0.225,0.144,1.154,2
443,ACER.SAH,4,0,0.23,0.144,2.029,2
443,ACER.SAH,5,0.054,0.064,0.037,1.534,2
443,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
443,ACER.SAH,7,0.004,0.004,0.003,1.231,1
443,ACER.SAH,8,0.014,0.014,0.019,1.83,2
443,ACER.SAH,9,0,0.047,0.072,2.004,2
443,ACER.SAH,10,0,0.01,0.01,2,2
444,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
444,ACER.SAH,2,0,0.349,0.5,2.031,2
444,ACER.SAH,3,0.305,0.225,0.144,1.154,2
444,ACER.SAH,4,0,0.23,0.144,2.029,2
444,ACER.SAH,5,0.054,0.064,0.037,1.534,2
444,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
444,ACER.SAH,7,0.004,0.004,0.003,1.231,1
444,ACER.SAH,8,0.014,0.014,0.019,1.83,2
444,ACER.SAH,9,0,0.047,0.072,2.004,2
444,ACER.SAH,10,0,0.01,0.01,2,2
445,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
445,ACER.SAH,2,0,0.349,0.5,2.031,2
445,ACER.SAH,3,0.305,0.225,0.144,1.154,2
445,ACER.SAH,4,0,0.23,0.144,2.029,2
445,ACER.SAH,5,0.054,0.064,0.037,1.534,2
445,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
445,ACER.SAH,7,0.004,0.004,0.003,1.231,1
445,ACER.SAH,8,0.014,0.014,0.019,1.83,2
445,ACER.SAH,9,0,0.047,0.072,2.004,2
445,ACER.SAH,10,0,0.01,0.01,2,2
446,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
446,ACER.SAH,2,0,0.349,0.5,2.031,2
446,ACER.SAH,3,0.305,0.225,0.144,1.154,2
446,ACER.SAH,4,0,0.23,0.144,2.029,2
446,ACER.SAH,5,0.054,0.064,0.037,1.534,2
446,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
446,ACER.SAH,7,0.004,0.004,0.003,1.231,1
446,ACER.SAH,8,0.014,0.014,0.019,1.83,2
446,ACER.SAH,9,0,0.047,0.072,2.004,2
446,ACER.SAH,10,0,0.01,0.01,2,2
448,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
448,ACER.SAH,2,0,0.349,0.5,2.031,2
448,ACER.SAH,3,0.305,0.225,0.144,1.154,2
448,ACER.SAH,4,0,0.23,0.144,2.029,2
448,ACER.SAH,5,0.054,0.064,0.037,1.534,2
448,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
448,ACER.SAH,7,0.004,0.004,0.003,1.231,1
448,ACER.SAH,8,0.014,0.014,0.019,1.83,2
448,ACER.SAH,9,0,0.047,0.072,2.004,2
448,ACER.SAH,10,0,0.01,0.01,2,2
449,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
449,ACER.SAH,2,0,0.349,0.5,2.031,2
449,ACER.SAH,3,0.305,0.225,0.144,1.154,2
449,ACER.SAH,4,0,0.23,0.144,2.029,2
449,ACER.SAH,5,0.054,0.064,0.037,1.534,2
449,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
449,ACER.SAH,7,0.004,0.004,0.003,1.231,1
449,ACER.SAH,8,0.014,0.014,0.019,1.83,2
449,ACER.SAH,9,0,0.047,0.072,2.004,2
449,ACER.SAH,10,0,0.01,0.01,2,2
451,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
451,ACER.SAH,2,0,0.349,0.5,2.031,2
451,ACER.SAH,3,0.305,0.225,0.144,1.154,2
451,ACER.SAH,4,0,0.23,0.144,2.029,2
451,ACER.SAH,5,0.054,0.064,0.037,1.534,2
451,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
451,ACER.SAH,7,0.004,0.004,0.003,1.231,1
451,ACER.SAH,8,0.014,0.014,0.019,1.83,2
451,ACER.SAH,9,0,0.047,0.072,2.004,2
451,ACER.SAH,10,0,0.01,0.01,2,2
453,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
453,ACER.SAH,2,0,0.349,0.5,2.031,2
453,ACER.SAH,3,0.305,0.225,0.144,1.154,2
453,ACER.SAH,4,0,0.23,0.144,2.029,2
453,ACER.SAH,5,0.054,0.064,0.037,1.534,2
453,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
453,ACER.SAH,7,0.004,0.004,0.003,1.231,1
453,ACER.SAH,8,0.014,0.014,0.019,1.83,2
453,ACER.SAH,9,0,0.047,0.072,2.004,2
453,ACER.SAH,10,0,0.01,0.01,2,2
462,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
462,ACER.SAH,2,0,0.349,0.5,2.031,2
462,ACER.SAH,3,0.305,0.225,0.144,1.154,2
462,ACER.SAH,4,0,0.23,0.144,2.029,2
462,ACER.SAH,5,0.054,0.064,0.037,1.534,2
462,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
462,ACER.SAH,7,0.004,0.004,0.003,1.231,1
462,ACER.SAH,8,0.014,0.014,0.019,1.83,2
462,ACER.SAH,9,0,0.047,0.072,2.004,2
462,ACER.SAH,10,0,0.01,0.01,2,2
468,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
468,ACER.SAH,2,0,0.349,0.5,2.031,2
468,ACER.SAH,3,0.305,0.225,0.144,1.154,2
468,ACER.SAH,4,0,0.23,0.144,2.029,2
468,ACER.SAH,5,0.054,0.064,0.037,1.534,2
468,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
468,ACER.SAH,7,0.004,0.004,0.003,1.231,1
468,ACER.SAH,8,0.014,0.014,0.019,1.83,2
468,ACER.SAH,9,0,0.047,0.072,2.004,2
468,ACER.SAH,10,0,0.01,0.01,2,2
469,ACER.SAH,1,0.5,0.345,0.355,2.415,2.65
469,ACER.SAH,2,0,0.349,0.5,2.031,2
469,ACER.SAH,3,0.305,0.225,0.144,1.154,2
469,ACER.SAH,4,0,0.23,0.144,2.029,2
469,ACER.SAH,5,0.054,0.064,0.037,1.534,2
469,ACER.SAH,6,0.022,0.022,0.015,2.14,2.65
469,ACER.SAH,7,0.004,0.004,0.003,1.231,1
